Johnson & Johnson Medical GmbH	Robert Koch Strasse 1, D 22851 Norderstedt, Germany	QSD5057		DE	英商壯生和壯生(香港)股份有限公司台灣分公司	Y	2015-12-03	
Biosense Webster, Inc.	15715 Arrow Highway Irwindale, CA. 91706, U.S.A.	QSD5882	Interconnect Cables and Related Accessories等10項。	US	壯生醫療器材股份有限公司	Y	2017-03-02	
Biodenta Swiss AG	Tramstrasse 16, CH-9442 Berneck, Switzerland	QSD5887	Porcelain Powder for Clinical Use	CH	百丹特生醫股份有限公司	Y	2017-03-06	
Fresenius Medical Care Deutschland GmbH Schweinfurt Plant	Hafenstraβe 9, 97424 Schweinfurt, Germany	QSD5893	High permeability hemodialysis system	DE	台灣費森尤斯醫藥股份有限公司	Y	2017-03-07	
Fresenius Medical Care Deutschland GmbH Schweinfurt Plant	Hafenstraβe 9, 97424 Schweinfurt, Germany	QSD5893	Hemodialysis system and accessories	DE	台灣費森尤斯醫藥股份有限公司	Y	2017-03-07	
Fresenius Medical Care Deutschland GmbH Schweinfurt Plant	Hafenstraβe 9, 97424 Schweinfurt, Germany	QSD5893	Body composition monitor  and accessories	DE	台灣費森尤斯醫藥股份有限公司	Y	2017-03-07	
Fresenius Medical Care Deutschland GmbH Schweinfurt Plant	Hafenstraβe 9, 97424 Schweinfurt, Germany	QSD5893	Peritoneal dialysis system  and accessories等4項。	DE	台灣費森尤斯醫藥股份有限公司	Y	2017-03-07	
URO Technology Sdn. Bhd.	Lot 2491, Batu 39 1/2, Pontian Besar, 82000 Pontian, Johor, Malaysia	QSD5898	Urological catheter and accessories(Sterile)	MY	偉捷儀器有限公司	Y	2017-03-14	
Sauflon Pharmaceuticals Limited	Units 3-11, Ashford, Kent TN24 8EP, United Kingdom	QSD5902	Soft(hydrophilic) contact lens care products	GB	集德醫材管理顧問有限公司	Y	2017-03-18	
Sauflon Pharmaceuticals Limited	Units 3-11, Ashford, Kent TN24 8EP, United Kingdom	QSD5902	Rigid gas permeable contact lens care products等2項。	GB	集德醫材管理顧問有限公司	Y	2017-03-18	
Medoc Ltd. Advanced Medical Systems	Ha'dekel Street 1. PO Box 423, Ramat Yishai 30095, Israel	QSD5903	Biofeedback device	IL	晶實企業有限公司	Y	2017-03-17	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Cholesterol (total) test system	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Lipoprotein test system	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Dye and chemical solution stains	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Culture medium for antimicrobial susceptibility tests	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Coagulase plasma	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Multipurppose culture medium(sterile)	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Differential culture medium(sterile)	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Enriched culture medium(sterile)	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Microbiological assay culture medium(sterile)	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Selective culture medium(sterile)	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Transport culture medium(sterile)	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Culture medium for pathogenic Neisseria spp.	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Supplement for culture media(sterile)	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
BioMerieux S.A.	5 rue des Aqueducs, 69290 Craponne, France	QSD5904	Microorganism differentiation and identification device	FR	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-14	
Flextronics Manufacturing (Singapore) Pte Ltd.	1 Kallang Place, Singapore 339211, Singapore	QSD5907	Discrete photometric chemistry analyzer for clinical use	SG	美商亞培股份有限公司台灣分公司	Y	2015-12-07	
Flextronics Manufacturing (Singapore) Pte Ltd.	1 Kallang Place, Singapore 339211, Singapore	QSD5907	Continuous flow sequential multiple chemistry analyzer for clinical use	SG	美商亞培股份有限公司台灣分公司	Y	2015-12-07	
Flextronics Manufacturing (Singapore) Pte Ltd.	1 Kallang Place, Singapore 339211, Singapore	QSD5907	Automated cell counter	SG	美商亞培股份有限公司台灣分公司	Y	2015-12-07	
Flextronics Manufacturing (Singapore) Pte Ltd.	1 Kallang Place, Singapore 339211, Singapore	QSD5907	Automated differential cell counter等4項。	SG	美商亞培股份有限公司台灣分公司	Y	2015-12-07	
Alphatec Spine Inc.	5818 El Camino Real, Carlsbad, California, 92008, U.S.A.	QSD5912	Spinal interlaminal fixation orthosis	US	佳鴻醫療器材廠有限公司	Y	2017-03-17	
Alphatec Spine Inc.	5818 El Camino Real, Carlsbad, California, 92008, U.S.A.	QSD5912	Spinal intervertebral body fixation orthosis	US	佳鴻醫療器材廠有限公司	Y	2017-03-17	
Alphatec Spine Inc.	5818 El Camino Real, Carlsbad, California, 92008, U.S.A.	QSD5912	Pedicle screw spinal system	US	佳鴻醫療器材廠有限公司	Y	2017-03-17	
Biosensors International Pte Ltd.	21 Kallang Avenue #07-165/171, Singapore 339412, Singapore	QSD5915	Diagnostic Intravascular	SG	興東藥品器材有限公司	Y	2017-03-14	
Biosensors International Pte Ltd.	21 Kallang Avenue #07-165/171, Singapore 339412, Singapore	QSD5915	Embolectomy Catheter	SG	興東藥品器材有限公司	Y	2017-03-14	
Biosensors International Pte Ltd.	21 Kallang Avenue #07-165/171, Singapore 339412, Singapore	QSD5915	Intravascular Catheter	SG	興東藥品器材有限公司	Y	2017-03-14	
Biosensors International Pte Ltd.	21 Kallang Avenue #07-165/171, Singapore 339412, Singapore	QSD5915	Extravascular Blood Pressure Transducer	SG	興東藥品器材有限公司	Y	2017-03-14	
Biosensors International Pte Ltd.	21 Kallang Avenue #07-165/171, Singapore 339412, Singapore	QSD5915	Cardiovascular Permanent or Temporary Pacemaker Electrode	SG	興東藥品器材有限公司	Y	2017-03-14	
FIAB S.p.A.	Via P. Costoli n.4, 50039 Vicchio(FI), Italy	QSD5918	“SensiTherm”clinical electronic thermometer	IT	台灣聖猷達醫療用品有限公司	Y	2017-03-17	
FIAB S.p.A.	Via P. Costoli n.4, 50039 Vicchio(FI), Italy	QSD5918	Esophageal stethoscope with electrical conductors等2項。	IT	台灣聖猷達醫療用品有限公司	Y	2017-03-17	
Shanghai Xiangchi Health Products Co.,Ltd.	No.1331Beiyan Road.202179 Chongming Count, Shanghai, China	QSD5921	Alcohol Pads	CN	金蒂股份有限公司	Y	2017-03-15	
Shanghai Xiangchi Health Products Co.,Ltd.	No.1331Beiyan Road.202179 Chongming Count, Shanghai, China	QSD5921	Medical Apparel	CN	金蒂股份有限公司	Y	2017-03-15	
Sewoon Medical Co., Ltd.	60, Dorim-gil, Ipjang-myeon, Seobuk-gu, Cheonan-si, Chungcheongnam-do Korea	QSD5924	Esophageal prosthesis	KR	互瑞生技股份有限公司	Y	2017-03-17	
Sewoon Medical Co., Ltd.	60, Dorim-gil, Ipjang-myeon, Seobuk-gu, Cheonan-si, Chungcheongnam-do Korea	QSD5924	Biliary catheter and accessories	KR	互瑞生技股份有限公司	Y	2017-03-17	
Sewoon Medical Co., Ltd.	60, Dorim-gil, Ipjang-myeon, Seobuk-gu, Cheonan-si, Chungcheongnam-do Korea	QSD5924	Tracheal prosthesis等3項。	KR	互瑞生技股份有限公司	Y	2017-03-17	
Zoll Circulation	650 Almanor Avenue, Sunnyvale, CA94085 USA	QSD5927	Thermal Regulation System	US	鏵甡企業有限公司	Y	2017-03-16	
Zoll Circulation	650 Almanor Avenue, Sunnyvale, CA94085 USA	QSD5927	Thermal Regulation System-accessories	US	鏵甡企業有限公司	Y	2017-03-16	
Zoll Circulation	650 Almanor Avenue, Sunnyvale, CA94085 USA	QSD5927	Temperature Management Catheter等3項。	US	鏵甡企業有限公司	Y	2017-03-16	
TOITU CO., LTD., Tsunashima Plant	5-10-3, Tsunashima-Higashi, Kohoku-ku, Yokohama, Kanagawa Prefecture, Japan	QSD5928	Fetal Phonocardiographic Monitor and Accessories	JP	長振儀器股份有限公司	Y	2017-03-16	
TOITU CO., LTD., Tsunashima Plant	5-10-3, Tsunashima-Higashi, Kohoku-ku, Yokohama, Kanagawa Prefecture, Japan	QSD5928	Fetal Phonocardiographic Monitor and Accessories	JP	長振儀器股份有限公司	Y	2017-03-16	
TOITU CO., LTD., Tsunashima Plant	5-10-3, Tsunashima-Higashi, Kohoku-ku, Yokohama, Kanagawa Prefecture, Japan	QSD5928	Perinatal Monitoring System and Accessories	JP	長振儀器股份有限公司	Y	2017-03-16	
TOITU CO., LTD., Tsunashima Plant	5-10-3, Tsunashima-Higashi, Kohoku-ku, Yokohama, Kanagawa Prefecture, Japan	QSD5928	Perinatal Monitoring System and Accessories	JP	長振儀器股份有限公司	Y	2017-03-16	
Boston Scientific Corporation	5905 Nathan Lane Plymouth, MN 55442, U.S.A.	QSD5929	Vascular Stent等乙項。	US	荷商波士頓科技有限公司台灣分公司	Y	2017-03-21	
Xuzhou Full Sun Medical Products Ltd.	Binhe Industry Area, Yitang Township, 221316 Pizhou City, China	QSD5931	Patient Examination Glove	CN	禾寶醫療器材股份有限公司	Y	2017-03-20	
Nanoomtech Co., Ltd.	1F, 970-78 Wolchul-dong, Buk-gu, Gwangju, 500-460, Korea	QSD5933	Automated External Defibrillators等乙項。	KR	凱樂斯有限公司	Y	2017-03-22	
CEFLA S.C.-CEFLA DENTAL GROUP	VIA BICOCCA 14/C- 40026 IMOLA (BO), ITALY	QSD5935	Extraoral Source X-ray System	IT	荷茂生醫科技股份有限公司	Y	2017-03-20	
Dentis Co., Ltd.	99, Seongseoseo-ro, Dalseo-Gu, Daegu, Korea	QSD5936	Endosseous implant	KR	登特司科技有限公司	Y	2017-03-22	
Dentis Co., Ltd.	99, Seongseoseo-ro, Dalseo-Gu, Daegu, Korea	QSD5936	Subperiosteal Implant Material	KR	登特司科技有限公司	Y	2017-03-22	
Ambu Limited	No. C Warehouse & Process Complex Building, Xiang Yu F. T. Z., 361006,Xiamen City, Fujian Province, China	QSD5940	Tracheal Tube	CN	春菖貿易有限公司	Y	2017-04-11	
Ambu Limited	No. C Warehouse & Process Complex Building, Xiang Yu F. T. Z., 361006,Xiamen City, Fujian Province, China	QSD5940	Oxygen Mask	CN	春菖貿易有限公司	Y	2017-04-11	
Ambu Limited	No. C Warehouse & Process Complex Building, Xiang Yu F. T. Z., 361006,Xiamen City, Fujian Province, China	QSD5940	Anesthetic Gas Mask	CN	春菖貿易有限公司	Y	2017-04-11	
Ambu Limited	No. C Warehouse & Process Complex Building, Xiang Yu F. T. Z., 361006,Xiamen City, Fujian Province, China	QSD5940	Incentive Spirometer	CN	春菖貿易有限公司	Y	2017-04-11	
Ambu Limited	No. C Warehouse & Process Complex Building, Xiang Yu F. T. Z., 361006,Xiamen City, Fujian Province, China	QSD5940	Truncal Orthosis	CN	春菖貿易有限公司	Y	2017-04-11	
Ambu Limited	No. C Warehouse & Process Complex Building, Xiang Yu F. T. Z., 361006,Xiamen City, Fujian Province, China	QSD5940	Positive End Expiratory Pressure Breathing Attachment	CN	春菖貿易有限公司	Y	2017-04-11	
Greatbatch Medical	2300 Berkshire Lane North, Minneapolis, MN 55441, USA	QSD5948	Catheter Introducer	US	六霖企業有限公司	Y	2017-04-12	
Cousin Biotech S.A.S	Allee des Roses-59117 Wervicq-Sud-France	QSD5950	Intervertebral Devices等乙項。	FR	美敦力醫療產品股份有限公司	Y	2017-03-14	
Bio-Rad Laboratories (Diaqnostics Group)	9500 Jeronimo Road, Irvine, CA 92618, U.S.A.	QSD5955	Calibrators	US	美商貝克曼庫爾特有限公司台灣分公司	Y	2017-03-27	
bioMérieux Italia S.p.A.	Via di Campigliano, 58-Bagno a Ripoli 50012, FIRENZE, Italy 	QSD5956	Discrete Photometric Chemistry Analyzer for Clinical Use	IT	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-27	
bioMérieux Italia S.p.A.	Via di Campigliano, 58-Bagno a Ripoli 50012, FIRENZE, Italy 	QSD5956	Micro Chemistry Analyzer for Clinical Use	IT	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-27	
bioMérieux Italia S.p.A.	Via di Campigliano, 58-Bagno a Ripoli 50012, FIRENZE, Italy 	QSD5956	Colorimeter, Photometer, or Spectrophotometer for Clinical Use	IT	香港商生物梅里埃有限公司台灣分公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Electrophoresis Apparatus for Clinical Use	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Immunoelectrophoresis Equipment	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Microtiter Diluting and Dispensing Device	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Quality Control Material (Assayed and Unassayed)	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Immunoglobulin (Light Chain Specific) Immunological Test System	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Beta-globulin Immunological Test System	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Dye and Chemical Solution Stains	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Protein (Fractionation) Test Systems	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Electrophoretic Hemoglobin Analysis System	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Immunoglobulins A, G, M, D, and E Immunological Test System	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Lipoprotein Test System	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Lactate Dehydrogenase Isoenzymes Test System	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Creatine Phosphokinase/ Creatine Kinase or Isoenzymes Test System	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Alkaline Phosphatase or Isoenzymes Test System	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Interlab SRL	Via Rina Monti, 26-00155 Roma (RM), Italy	QSD5957	Bence-Jones Proteins Immunological Test System	IT	美艾利爾健康股份有限公司	Y	2017-03-27	
Atrium Medical Corporation	5 Wentworth Drive Hudson, NH 03051, U.S.A.	QSD5958	Vaccum-powered Body Fluid Suction	US	香港商邁柯唯有限公司台灣分公司	Y	2016-09-05	
Atrium Medical Corporation	5 Wentworth Drive Hudson, NH 03051, U.S.A.	QSD5958	Autotransfusion Apparatus	US	香港商邁柯唯有限公司台灣分公司	Y	2016-09-05	
Atrium Medical Corporation	5 Wentworth Drive Hudson, NH 03051, U.S.A.	QSD5958	Introduction/Drainage Catheter and Accessories	US	香港商邁柯唯有限公司台灣分公司	Y	2016-09-05	
Atrium Medical Corporation	5 Wentworth Drive Hudson, NH 03051, U.S.A.	QSD5958	Surgical Mesh	US	香港商邁柯唯有限公司台灣分公司	Y	2016-09-05	
Atrium Medical Corporation	5 Wentworth Drive Hudson, NH 03051, U.S.A.	QSD5958	Vascular Graft Prosthesis	US	香港商邁柯唯有限公司台灣分公司	Y	2016-09-05	
Atrium Medical Corporation	5 Wentworth Drive Hudson, NH 03051, U.S.A.	QSD5958	Cardiovascular Stent	US	香港商邁柯唯有限公司台灣分公司	Y	2016-09-05	
Atrium Medical Corporation	5 Wentworth Drive Hudson, NH 03051, U.S.A.	QSD5958	C-QUR Film等7項。	US	香港商邁柯唯有限公司台灣分公司	Y	2016-09-05	
Merit Medical Systems, Inc.	1111 South Velasco, Angleton, Texas 77515, U.S.A.	QSD5970	Diagnostic Intravascular Catheter	US	鏵甡企業有限公司	Y	2017-04-11	
Merit Medical Systems, Inc.	1111 South Velasco, Angleton, Texas 77515, U.S.A.	QSD5970	Diagnostic Intravascular Catheter	US	科達健康生技股份有限公司	Y	2017-04-11	
Merit Medical Systems, Inc.	1111 South Velasco, Angleton, Texas 77515, U.S.A.	QSD5970	Percutaneous Catheters	US	鏵甡企業有限公司	Y	2017-04-11	
Merit Medical Systems, Inc.	1111 South Velasco, Angleton, Texas 77515, U.S.A.	QSD5970	Percutaneous Catheters	US	科達健康生技股份有限公司	Y	2017-04-11	
Merit Medical Systems, Inc.	1111 South Velasco, Angleton, Texas 77515, U.S.A.	QSD5970	Vessel Dilator for Percutaneous Catheterization等3項。	US	鏵甡企業有限公司	Y	2017-04-11	
Merit Medical Systems, Inc.	1111 South Velasco, Angleton, Texas 77515, U.S.A.	QSD5970	Vessel Dilator for Percutaneous Catheterization	US	科達健康生技股份有限公司	Y	2017-04-11	
Stellartech Research Corporation	1346 Bordeaux Drive Sunnyvale, CA 94089, USA	QSD5971	Radiofrequency Lesion Generator	US	美麗康國際有限公司	Y	2017-04-11	
QR s.r.l.	Via Silvestrini, 20, Verona 37135, Italy	QSD5978	Extraoral Source X-Ray System。	IT	維晶科技股份有限公司	Y	2017-04-07	
Top Glove Sdn. Bhd.	Lot 4969, Jalan Teratai Batu 6, Off Jalan Meru, 41050 Klang, Selangor D. E., Malaysia	QSD5980	Patient Examination Glove	MY	香港商麥迪康亞太有限公司台灣分公司	Y	2017-03-29	
Kai Industries Co., Ltd.	1110, Oyana, Seki City, Gifu 501-3992, Japan	QSD5982	Microsurgical Scalpels(sterile)	JP	幸生實業股份有限公司	Y	2017-03-29	
Danville Materials, Inc.	3420 Fostoria Way, Suite A200, San Ramon, CA 94583, USA	QSD5986	Airbrush	US	湧傑企業股份有限公司	Y	2017-03-17	
Medi-Stim ASA	Moloveien 10, 3187 Horten, Norway	QSD5987	Cardiovascular Blood Flowmeter	NO	安盛實業有限公司	Y	2017-04-07	
Medi-Stim ASA	Moloveien 10, 3187 Horten, Norway	QSD5987	Extravascular Blood Flow Probe	NO	安盛實業有限公司	Y	2017-04-07	
Medi-Stim ASA	Moloveien 10, 3187 Horten, Norway	QSD5987	Ultrasonic Pulsed Doppler Imaging System	NO	安盛實業有限公司	Y	2017-04-07	
Medi-Stim ASA	Moloveien 10, 3187 Horten, Norway	QSD5987	Diagnostic Ultrasonic Transducer	NO	安盛實業有限公司	Y	2017-04-07	
Cytori Therapeutics, Inc.	3020 Callan Road, San Diego, California 92121, USA	QSD5988	Suction Lipoplasty System	US	西北有限公司	Y	2017-04-07	
CareFusion Germany 234 GmbH	Leibnizstr. 7 D-97204 Hochberg, Germany	QSD5991	Pressure Plethysmograph	DE	嘉杏股份有限公司	Y	2016-10-25	
CareFusion Germany 234 GmbH	Leibnizstrasse 7, 97204 Hochberg, Germany	QSD5991	Peak-Flow Meter for Spirometry	DE	嘉杏股份有限公司	Y	2017-11-25	
CareFusion Germany 234 GmbH	Leibnizstr. 7 D-97204 Hochberg, Germany	QSD5991	Volume Plethysmograph	DE	嘉杏股份有限公司	Y	2016-10-25	
CareFusion Germany 234 GmbH	Leibnizstrasse 7, 97204 Hochberg, Germany	QSD5991	Airway pressure monitor	DE	嘉杏股份有限公司	Y	2017-11-25	
CareFusion Germany 234 GmbH	Leibnizstr. 7 D-97204 Hochberg, Germany	QSD5991	Diagnostic Spirometer	DE	嘉杏股份有限公司	Y	2016-10-25	
CareFusion Germany 234 GmbH	Leibnizstrasse 7, 97204 Hochberg, Germany	QSD5991	Carbon monoxide gas analyzer	DE	嘉杏股份有限公司	Y	2017-11-25	
CareFusion Germany 234 GmbH	Leibnizstr. 7 D-97204 Hochberg, Germany	QSD5991	Peak-Flow Meter for Spirometry	DE	嘉杏股份有限公司	Y	2016-10-25	
CareFusion Germany 234 GmbH	Leibnizstrasse 7, 97204 Hochberg, Germany	QSD5991	Nitrous oxide gas analyzer	DE	嘉杏股份有限公司	Y	2017-11-25	
CareFusion Germany 234 GmbH	Leibnizstr. 7 D-97204 Hochberg, Germany	QSD5991	Pulmonary-Function Data Calculator	DE	嘉杏股份有限公司	Y	2016-10-25	
CareFusion Germany 234 GmbH	Leibnizstrasse 7, 97204 Hochberg, Germany	QSD5991	Pressure Plethysmograph	DE	嘉杏股份有限公司	Y	2017-11-25	
